id,location,frequency,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
41CgzGD7xlgnJe14R4cqkL,education,3,75,204712,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,4
0lx2cLdOt3piJbcaXIV74f,education,3,81,214707,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
18AXbzPzBS8Y3AkgSxzJPb,education,3,80,336453,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,4
1nYzjrdVQ8RpF93M0jPFW7,education,3,80,227186,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4
4u9Y4Z9i9VaAbBK7rW1Rha,education,3,74,227200,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,4
439tGS9rVbyTjj5SmneD56,education,3,60,331839,0.473,0.449,0,-8.63,1,0.0259,0.495,0.0,0.158,0.245,71.99,4
0ZCgdK43gaC9wKnC1QQesI,education,3,38,160350,0.593,0.279,11,-10.691,1,0.0413,0.864,0.0,0.231,0.565,119.404,4
4rogQcTh9fZvqH6aCUGxuB,education,3,43,230486,0.593,0.307,6,-12.427,1,0.0747,0.215,0.0,0.122,0.587,81.515,4
5LwSdQ08DDEPeYEFUQlGP8,education,3,41,256139,0.524,0.135,7,-16.136,1,0.044,0.886,5.65e-05,0.323,0.499,81.198,3
7tYjXd42SzEhrWEFQeZxNm,education,3,61,255661,0.571,0.143,11,-8.704,1,0.0381,0.885,0.0,0.119,0.487,107.516,5
2CVChktEKBsM6v4IfdFU5k,education,3,33,171743,0.654,0.434,8,-11.163,1,0.0665,0.837,0.0,0.216,0.223,109.069,4
5Hm2MJQ4ECvQmH5QWCMQrR,education,3,69,312320,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,4
1pi3VCMlGVaXvrjlVOkBPN,education,3,69,256573,0.493,0.394,2,-6.997,1,0.0366,0.575,0.0,0.267,0.375,152.03,4
2BgD4nRyx9EZ5o8YEnjRSV,education,3,70,267759,0.502,0.482,4,-4.736,1,0.0288,0.161,0.0,0.187,0.132,133.894,4
16iRlyUMJVPqz62DlomMre,education,3,80,263500,0.513,0.38,11,-11.091,1,0.0336,0.12,0.0,0.0924,0.323,120.952,4
4TEeQqtCN2Ox4Ff7rlbtYx,education,3,63,289480,0.412,0.87,2,-3.062,1,0.0427,0.00818,0.0,0.396,0.392,147.926,4
6jB7cmxRuvf5QUxYl73q0o,education,3,64,272125,0.588,0.501,2,-12.167,1,0.0374,0.36,0.000273,0.101,0.4,104.987,4
5TTXEcfsYLh6fTarLaevTi,education,3,79,171356,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,4
267RumTt5KeLBGl2KWxBL0,education,3,72,239480,0.551,0.329,7,-10.731,1,0.0431,0.648,3.82e-05,0.0925,0.331,139.699,4
3jjujdWJ72nww5eGnfs2E7,education,3,87,207133,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,4
0I1eFRytp4XRhLCjT6tZm7,cemetery,11,84,198213,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,3
5E30LdtzQTGqRvNd7l6kG5,cemetery,9,89,260173,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,4
1Y2583xYzwiEXDetAB7H1Q,cemetery,7,75,240230,0.48,0.329,11,-12.487,0,0.0329,0.874,0.00165,0.244,0.385,80.375,4
2QjOHCTQ1Jl3zawyYOpxh6,cemetery,7,93,240400,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4
1BYZxKSf0aTxp8ZFoeyM3d,cemetery,7,86,184154,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,4
0QZ5yyl6B6utIWkxeBDxQN,cemetery,7,80,208212,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,3
4ujxDgeTs9YpwMKHSmZ4qc,cemetery,7,63,185477,0.535,0.672,3,-4.417,0,0.0699,0.0275,0.0,0.327,0.521,110.048,4
2enPRFda84VE2wtI8c86Uf,cemetery,7,84,223747,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,4
37y7iDayfwm3WXn5BiAoRk,cemetery,6,90,173104,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,4
3xpdefOloYCBXd3UR6MVyM,cemetery,6,69,176627,0.392,0.702,6,-6.509,1,0.0848,0.137,0.0,0.109,0.771,188.606,4
7lRlq939cDG4SzWOF4VAnd,cemetery,6,78,186480,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,4
0V5cvmTKsYmF5FmGGEAfmS,cemetery,6,87,160853,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,4
086myS9r57YsLbJpU0TgK9,cemetery,6,88,161124,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4
5FVd6KXrgO9B3JPmC8OPst,cemetery,6,88,272394,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
2nLtzopw4rPReszdYBJU6h,cemetery,6,85,185587,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,4
4bJygwUKrRgq1stlNXcgMg,cemetery,6,84,214440,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,4
45ROR8UMn60YEVQnDy0uVF,cemetery,6,81,278991,0.546,0.586,6,-8.488,1,0.0313,0.00346,0.00114,0.0562,0.364,131.778,4
1E2R5JS5pHLLQowZ4xjpiB,cemetery,6,3,245505,0.897,0.424,5,-11.086,0,0.158,0.271,0.0,0.166,0.433,120.048,4
0eDFrr2qgbIPQSU9YQeAXM,cemetery,6,5,277400,0.777,0.192,8,-17.371,1,0.318,0.638,0.0,0.198,0.638,75.007,4
1jKv2VBMGnhPDsnZQoaq1j,cemetery,6,55,188854,0.797,0.295,1,-13.334,0,0.0589,0.371,0.000229,0.0942,0.403,138.001,4
3Lw41pfko5XMrsHRtlbo2k,cemetery,6,73,118630,0.712,0.477,9,-3.626,1,0.339,0.331,0.0203,0.129,0.415,130.694,4
0UV5zxRMz6AO4ZwUOZNIKI,cemetery,6,80,234800,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,4
7BxJz17EyAHjZlHEEqrtm6,cemetery,5,66,282126,0.488,0.68,2,-8.143,0,0.0328,0.00329,0.398,0.144,0.64,139.984,4
6Dqs6JddZc16yl27MDzIWY,cemetery,5,73,202320,0.519,0.413,8,-14.462,1,0.21,0.331,0.0666,0.106,0.404,159.398,4
7wjmdC4OL3l1nh9zQwCpv8,cemetery,5,63,228853,0.363,0.716,11,-6.823,0,0.111,0.482,5.06e-06,0.0189,0.581,190.965,4
0vf2eBw2inhl8y61cYQMv2,cemetery,5,82,179955,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,4
6tMdpUXfT70TD6Eh3XfB1p,cemetery,5,84,230895,0.648,0.827,9,-4.78,0,0.042,0.00533,0.338,0.217,0.598,176.005,4
7vgTNTaEz3CsBZ1N4YQalM,cemetery,5,81,271387,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,4
2tznHmp70DxMyr2XhWLOW0,cemetery,5,82,208760,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4
30bqVoKjX479ab90a8Pafp,cemetery,5,87,142000,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,4
7zwn1eykZtZ5LODrf7c0tS,cemetery,5,85,153000,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,4
5UGAXwbA17bUC0K9uquGY2,cemetery,5,78,126850,0.715,0.633,2,-6.869,1,0.0804,0.553,4.45e-06,0.0905,0.319,105.945,5
2jQiSYrwJehQAcuaaQrXnS,cemetery,5,85,230011,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,3
1foMv2HQwfQ2vntFf9HFeG,cemetery,5,82,200173,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,4
5anCkDvJ17aznvK5TED5uo,cemetery,5,78,305907,0.58,0.916,3,-4.358,0,0.0387,0.000297,0.0259,0.126,0.683,118.004,4
4UEo1b0wWrtHMC8bVqPiH8,cemetery,5,74,374453,0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,4
6W21LNLz9Sw7sUSNWMSHRu,cemetery,5,78,255733,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.293,4
4wQUopWk9Ed7Ng5qpKN5qd,cemetery,5,66,172973,0.583,0.918,6,-3.612,1,0.0518,0.288,0.0,0.0701,0.836,164.081,4
6HYKgl1NaCgJkm24EeaeKs,cemetery,5,65,166333,0.351,0.903,8,-2.341,1,0.0681,0.00216,7.44e-05,0.252,0.354,180.032,4
5ZbwPEUqw1hK6rp0ppD8lR,cemetery,5,71,165832,0.491,0.771,9,-5.037,1,0.041,0.00149,0.000262,0.232,0.242,103.005,4
2P5yIMu2DNeMXTyOANKS6k,cemetery,5,82,193429,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296,4
0jA4h2SD50Oak4C3Vn905a,cemetery,5,84,167864,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965,4
4SqWKzw0CbA05TGszDgMlc,cemetery,5,94,160240,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,4
2QLbRVzixE282JSQjBz2DG,cemetery,5,73,150462,0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85e-06,0.104,0.432,129.988,4
0CgMeXQiNYJxPVQ2EMJxdL,cemetery,5,1,147336,0.648,0.453,8,-8.969,0,0.522,0.106,3.78e-06,0.106,0.359,130.199,4
7wxK5u1fh46c5zugdiJSkv,cemetery,5,49,290308,0.597,0.419,0,-9.005,0,0.112,0.149,0.0,0.0948,0.13,130.005,4
3NpRkAnxexTh4TklAZNjag,cemetery,5,0,184615,0.655,0.34,10,-6.834,1,0.358,0.332,8.73e-05,0.106,0.24,90.67,5
3hRV0jL3vUpRrcy398teAU,cemetery,5,85,208212,0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,3
3urJUvRhgMrwydaTQFVEg9,cemetery,5,69,284613,0.583,0.729,1,-6.645,0,0.0341,0.000522,1.47e-05,0.487,0.539,152.996,4
7svpAkwc6xaSxlbZ7V7JiS,cemetery,5,78,161463,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4
3zksbXteOCeSusJ5Xltr3t,cemetery,5,83,175961,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,3
3jjsRKEsF42ccXf8kWR3nu,cemetery,5,86,128199,0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
5dTHtzHFPyi8TlTtzoz1J9,cemetery,5,76,204733,0.356,0.96,4,-3.487,1,0.104,0.0142,0.0,0.209,0.0857,125.921,4
4IhKLu7Vk3j2TLmnFPl6To,cemetery,5,82,218893,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4
6bfPo8Ge3VoD4dEGSDs0R9,cemetery,4,63,74960,0.492,0.611,0,-6.438,1,0.102,0.193,0.0,0.691,0.933,182.529,4
7asyVbwQE7IbA3x2be7bdI,cemetery,4,71,233785,0.675,0.464,1,-9.277,1,0.151,0.0635,0.073,0.0711,0.129,79.55,4
5oiZiF3fBLHqgTDaH0Pj7M,cemetery,4,65,199587,0.633,0.632,7,-9.55,1,0.0643,0.588,0.0,0.0499,0.792,150.024,4
3NM41PVVUr0ceootKAtkAj,cemetery,4,74,218755,0.327,0.449,10,-5.362,1,0.034,0.369,0.00444,0.22,0.179,123.969,4
4c38yr2PflGI2DSIzqsnmF,cemetery,4,58,166362,0.476,0.983,1,-3.282,1,0.0687,0.00182,1.86e-05,0.294,0.723,120.022,4
7H0ya83CMmgFcOhw0UB6ow,cemetery,4,83,320467,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,4
37mfTcSlX60JtAvAETytGs,cemetery,4,75,195717,0.516,0.85,4,-3.909,0,0.0706,0.00139,0.0,0.296,0.583,120.324,4
4ekDggjElGJX9kNSOtnbVf,cemetery,4,73,196000,0.723,0.57,9,-8.589,0,0.0429,0.00412,0.00183,0.0862,0.575,123.979,4
2kS6td1yvmpNgZTt1q5pQq,cemetery,4,82,181680,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,4
7I4ibsZgwuf46g0xHuTC8s,cemetery,4,82,139440,0.713,0.29,7,-16.365,1,0.0647,0.686,0.807,0.318,0.121,124.941,4
00RaykzZO1vFk3eSSxHYHV,cemetery,4,66,140251,0.853,0.726,3,-7.414,0,0.0728,0.362,0.000329,0.11,0.821,136.073,4
1ZNVczQsUBA64aWhvWqaap,cemetery,4,75,178224,0.69,0.803,7,-9.084,0,0.0915,0.577,6.49e-05,0.117,0.204,161.489,4
27NovPIUIRrOZoCHxABJwK,cemetery,4,94,212000,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,4
4Uy3kNxW2kB8AEoXljEcth,cemetery,4,66,174893,0.766,0.881,9,-5.158,0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,5
7lQ8MOhq6IN2w8EYcFNSUk,cemetery,4,92,290320,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,4
0j8ppsOOawdPCJnSTcXgOy,cemetery,4,77,120000,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,4
5o7ZDvfOry1MNhNLBOJulo,cemetery,4,72,163371,0.825,0.761,8,-5.389,1,0.104,0.0111,0.00359,0.334,0.161,149.97,4
7Cye3UbCA6UNuDykdCf3AB,cemetery,4,74,206472,0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,92.974,3
0BV0AYGLVlu2SdjN3J9twp,cemetery,4,80,151625,0.849,0.758,8,-7.498,1,0.256,0.499,0.695,0.147,0.0684,115.058,4
6tO5bxNnMuh1c3cziSpecA,cemetery,4,78,111020,0.849,0.648,7,-6.188,1,0.0835,0.0706,0.00636,0.0984,0.195,106.058,4
7floNISpH8VF4z4459Qo18,cemetery,4,85,126346,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4
51c94ac31swyDQj9B3Lzs3,cemetery,4,77,299533,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4
58ge6dfP91o9oXMzq3XkIS,cemetery,4,85,253587,0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,4
1yKAqZoi8xWGLCf5vajroL,cemetery,4,71,194253,0.202,0.886,11,-3.805,0,0.0816,0.0286,0.0,0.643,0.192,145.781,4
60a0Rd6pjrkxjPbaKzXjfq,cemetery,4,87,216880,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,4
1IT0WQk5J8NsaeII8ktdlZ,cemetery,4,75,236293,0.403,0.965,6,-2.238,1,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,4
61mWefnWQOLf90gepjOCb3,cemetery,4,81,252613,0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,4
2dEmQ9nsLbLaztypZxG78f,cemetery,4,42,193840,0.0775,0.0605,5,-25.288,1,0.0433,0.976,0.948,0.0933,0.0395,68.111,3
6DU9coCZBQ2RDwWd5oGLhS,cemetery,4,25,113733,0.064,0.103,5,-26.63,1,0.0457,0.965,0.938,0.114,0.0331,72.887,4
54DXld6JyHAUMF529QvYLZ,cemetery,4,26,179480,0.237,0.0873,0,-21.135,1,0.0394,0.979,0.827,0.0891,0.0372,118.833,4
48KQH2EtH315tSTOiR5MEQ,cemetery,4,26,187040,0.59,0.295,2,-19.03,0,0.0353,0.848,0.516,0.0681,0.243,129.929,4
4xfXG8XK2GsnjVzC8U6EQ8,cemetery,4,24,206427,0.229,0.0851,0,-21.6,0,0.0375,0.97,0.954,0.0931,0.0352,114.895,4
2Nt7o2ufx9Mp9INgEzHvan,cemetery,4,26,188853,0.353,0.073,7,-22.463,0,0.0425,0.979,0.941,0.158,0.0335,119.889,3
20XKDSqaNPAfLyRpcrI4h9,cemetery,4,23,203973,0.535,0.325,1,-17.3,1,0.0424,0.87,0.877,0.122,0.484,160.034,4
6Wo8OJyyHCCEst7v52lZv5,cemetery,4,23,446187,0.264,0.182,2,-17.157,0,0.0403,0.946,0.925,0.0823,0.0398,129.966,4
0IU0NacJwDZzhiJlR5JjsF,cemetery,4,31,187680,0.164,0.0518,10,-24.419,1,0.0412,0.961,0.967,0.102,0.0589,143.764,5
1qJJMuvBfM9lZQbvc7eH0H,cemetery,4,24,213667,0.185,0.088,5,-23.077,1,0.0377,0.934,0.951,0.113,0.0386,93.735,4
2STSUJE9SGWEiBtKgOacMp,cemetery,4,28,176480,0.38,0.159,0,-18.599,1,0.0458,0.899,0.602,0.16,0.112,124.112,4
3ETliblQMHBohoEvwsAmXe,cemetery,4,24,229827,0.0637,0.0897,11,-21.448,0,0.0382,0.935,0.961,0.106,0.0378,65.134,4
4uNGw4yhQKtpI3y09Hu6GB,cemetery,4,22,184773,0.587,0.299,7,-18.089,1,0.0527,0.386,0.808,0.0391,0.355,145.936,4
4kBysc0UCUfn7teahbR4Tf,cemetery,4,23,137893,0.154,0.0303,0,-25.769,0,0.0459,0.93,0.935,0.115,0.0332,85.095,1
6ORMSxRhWCgYWU1fBpGh6b,cemetery,4,22,344747,0.449,0.0843,3,-22.222,1,0.0358,0.913,0.912,0.153,0.142,113.962,4
4er18JyOochCWNUcYINaR1,cemetery,4,21,463600,0.208,0.201,5,-19.497,1,0.0375,0.863,0.91,0.0633,0.0747,119.088,4
2zszjaUn6F4gQxsxsoDt20,cemetery,4,28,140187,0.27,0.0936,2,-22.562,0,0.0347,0.952,0.883,0.0928,0.128,90.358,4
61D17jV3RZ1ZXn8G3XXnNQ,cemetery,4,23,234627,0.194,0.0262,0,-28.327,0,0.0357,0.986,0.947,0.158,0.048,97.953,4
5GVlUBKtDH9PReJORubzAD,cemetery,4,23,225600,0.688,0.173,1,-18.049,0,0.0449,0.47,0.854,0.0403,0.449,89.992,4
4yyg2J2uXOjCtCyT64984C,forest,10,71,284147,0.555,0.584,4,-8.667,1,0.0301,0.274,0.0228,0.254,0.41,120.965,4
41yIvlFgvGwxq8qTqAR7eG,forest,9,72,210080,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,4
2KCqAdd2ad0hpJc5ySoTE8,forest,9,68,233973,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17,4
431qZaQAJuIolwBrlDa6Yg,forest,8,59,231587,0.435,0.523,0,-9.502,1,0.041,0.535,0.00011,0.162,0.374,178.301,4
2BOof6lYrGfz6BojJ0aeJd,forest,8,62,191773,0.364,0.308,4,-13.052,1,0.0402,0.896,0.00227,0.123,0.389,73.331,4
1n9sCOqpuWdoFUZxJeBRkh,forest,8,46,181700,0.191,0.244,2,-22.741,1,0.0457,0.986,0.854,0.33,0.0651,73.175,4
0Y4ipB4nBIZA3dWUWcoeLB,forest,8,54,160000,0.17,0.364,2,-21.87,1,0.0701,0.839,0.948,0.975,0.21,83.16,3
7qH9Z4dJEN0l9bidizW7fq,forest,7,79,257533,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4
1bqrRn1pJWowNLA5N9L6uW,forest,7,66,262209,0.543,0.925,6,-6.783,0,0.0448,0.392,0.456,0.0668,0.594,80.499,1
37zuIvk4KBkAxxLJsxJaHq,forest,7,66,268293,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,4
5Pkn31exSVgFbfDAH961QC,forest,7,58,331400,0.354,0.426,6,-8.704,0,0.0295,0.782,0.11,0.115,0.185,98.062,3
3HAgxyWGeJtIVabS2mTREt,forest,7,73,129464,0.571,0.399,4,-11.919,1,0.0364,0.766,0.0146,0.0926,0.611,141.922,4
1qRA5BS78u3gME0loMl9AA,forest,7,78,153693,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4
0wJoRiX5K5BxlqZTolB2LD,forest,7,73,170813,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,4
57460SJgSpCXaRJ9YIYHxy,forest,7,64,171373,0.653,0.239,5,-18.54,0,0.0453,0.806,0.0146,0.132,0.765,80.392,4
5yu3LOGDf4Y47XxBX6OEjO,forest,7,48,152476,0.187,0.306,2,-19.847,1,0.0441,0.972,0.982,0.755,0.036,118.822,4
5Gf1abXhaI10rBHOKeXNU0,forest,7,50,153359,0.162,0.197,2,-21.841,1,0.0387,0.963,0.978,0.965,0.0356,95.53,4
0TCmhnbMpw5zwPsTvlXTJi,forest,6,78,248827,0.521,0.277,11,-10.34,1,0.0356,0.634,7.07e-05,0.103,0.13,115.01,4
2NMA93HoL1DkxNLbnyOOqA,forest,6,57,150726,0.0717,0.0402,1,-30.543,1,0.0446,0.307,0.953,0.179,0.0353,79.741,4
4zvvvHm0b5CBl37tocxm7n,forest,6,62,257347,0.464,0.559,7,-4.209,0,0.0287,0.368,0.000176,0.106,0.368,115.349,4
45p0MAVey0dnjZXo8kMUzh,forest,6,57,229627,0.803,0.373,8,-13.692,1,0.0367,0.868,0.0266,0.104,0.636,124.921,4
3CAX47TnPqTujLIQTw8nwI,forest,6,71,328507,0.401,0.364,5,-10.836,1,0.033,0.45,0.0503,0.162,0.224,129.57,4
0QQIhT6PtJ5glyn4HKNKQ6,forest,6,71,269893,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,4
0mJgYBqXh1B1KetCUVe3QT,forest,6,35,132880,0.62,0.848,0,-7.201,1,0.0391,0.354,0.00103,0.698,0.732,133.557,4
28sWYevC75ZrUMJ0tD4zWM,forest,5,54,313480,0.521,0.265,1,-18.229,1,0.0319,0.961,0.133,0.0676,0.392,77.519,4
4fbvXwMTXPWaFyaMWUm9CR,forest,5,4,336613,0.374,0.304,1,-14.52,1,0.0302,0.943,0.298,0.126,0.147,147.969,4
4HlnKACfroGiAhbNODw2bF,forest,5,52,276813,0.601,0.59,4,-9.152,0,0.0492,0.293,0.000725,0.248,0.353,119.841,4
3d8y0t70g7hw2FOWl9Z4Fm,forest,5,79,160097,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,4
57V4uc2b2diZ4RPHXWecb9,forest,5,73,198027,0.539,0.179,7,-14.33,1,0.0309,0.921,0.393,0.106,0.145,140.01,3
5MMZJtHOiH1RmQSSe3DJdg,forest,5,73,211851,0.389,0.431,7,-8.061,1,0.0344,0.249,0.0,0.13,0.275,142.14,4
2iQYqdalv245vrCEM4W9N9,forest,5,60,259253,0.379,0.373,3,-12.176,0,0.0309,0.895,0.0718,0.115,0.352,176.002,1
3yrSvpt2l1xhsV9Em88Pul,forest,5,82,183307,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4
1K3LRUEcUz5FMtPYyg0F45,forest,5,78,163133,0.682,0.471,0,-9.182,1,0.0301,0.765,0.0,0.0908,0.421,79.907,4
3GGt2kbKX4VFCs3VM5JcsH,forest,5,34,314400,0.582,0.485,6,-12.781,0,0.0326,0.349,0.624,0.668,0.751,128.872,4
7zAoVpCLJFsyRfCbGUIAFf,forest,5,45,709333,0.438,0.78,2,-11.26,1,0.0579,0.0969,0.794,0.723,0.84,138.933,4
1FGolefVk3rQ2Vo4KvyGwb,forest,5,25,623733,0.47,0.755,2,-8.472,1,0.151,0.263,0.0561,0.959,0.431,83.66,4
0rl1mAu2HBkIptk1rUtzlI,forest,5,28,169957,0.403,0.303,0,-16.873,1,0.12,0.59,0.0,0.693,0.579,171.101,4
5mChZj2DkveQkSqC6tXHdZ,forest,5,24,275496,0.282,0.237,1,-17.871,1,0.0547,0.759,0.0,0.13,0.416,82.559,4
1gQkBFhxuDAfp5QQ2SP7ik,forest,5,29,271354,0.408,0.364,9,-14.531,1,0.0538,0.641,0.0,0.568,0.538,119.445,4
4sYfCERMWBYDoHku3wAJYJ,forest,5,23,164900,0.411,0.381,7,-13.908,1,0.0329,0.777,0.0,0.676,0.384,88.015,4
2jNn5LOOEUswQHJNnO3LkH,forest,5,29,146307,0.508,0.121,7,-20.006,1,0.0381,0.937,2.06e-05,0.403,0.568,114.578,4
0Qf6vpZlHGDQHIpcIaNWo6,forest,5,23,173760,0.595,0.158,2,-17.446,1,0.0576,0.752,4.41e-06,0.139,0.392,135.968,4
3LZx7JD73a9oao8hT7lt9g,forest,5,22,316573,0.417,0.352,7,-17.601,1,0.232,0.832,0.00147,0.502,0.382,95.221,3
6XrZB8gnnuSqXZJKHUZ55C,forest,5,21,222107,0.549,0.133,9,-16.793,1,0.0785,0.814,1.62e-05,0.694,0.198,76.632,4
4VuM1LN6q2w3BUWnKKiYLT,forest,5,22,282907,0.57,0.204,7,-20.046,1,0.0307,0.74,0.00027,0.731,0.519,79.036,4
2obv0TqY1j7Vb4upuhA8Q8,forest,5,25,339320,0.518,0.219,7,-18.147,1,0.034,0.784,0.0612,0.985,0.5,77.959,4
0NlS8U09m91sam9SboKNpA,forest,5,25,269000,0.449,0.246,7,-14.743,0,0.0392,0.944,0.00024,0.417,0.226,110.614,3
5g7rJvWYVrloJZwKiShqlS,forest,5,72,278373,0.359,0.649,3,-7.06,1,0.0349,0.107,0.0124,0.0555,0.133,111.709,4
4vNi58k37duYWVUPJ3OQtk,forest,5,46,172000,0.123,0.168,5,-18.549,1,0.0412,0.976,0.976,0.962,0.134,97.189,4
3mzmxVaXlVz1qT5r2ziGee,forest,5,45,184110,0.186,0.0282,10,-23.196,1,0.0527,0.951,0.983,0.372,0.0362,115.077,4
6SUVWUASzH4dfBP8vPb2uK,forest,5,45,166533,0.166,0.133,0,-22.739,1,0.042,0.947,0.97,0.963,0.0316,75.506,3
3bZx43GLQeXXVIGyXvhk6R,forest,5,48,167759,0.259,0.246,7,-24.521,1,0.0751,0.88,0.975,0.94,0.0733,56.81,4
2dKNF0EYNtLbUlgLhWwjsG,forest,5,48,112000,0.19,0.161,2,-20.719,1,0.0385,0.901,0.97,0.77,0.0809,113.881,3
3aTEisazzfJJSEnzdHW7rp,forest,5,49,120000,0.106,0.139,2,-20.068,1,0.044,0.902,0.946,0.218,0.0555,165.416,5
2unSnHtBPVc8pUUi0roONR,forest,5,48,152000,0.0937,0.122,2,-20.741,1,0.0474,0.923,0.912,0.151,0.0684,80.573,3
3sQwDiyaYGQD7VqHHXCllh,forest,5,46,110000,0.176,0.0635,2,-20.793,1,0.0453,0.848,0.911,0.203,0.0415,133.034,3
1rWF3tXTZarko9sevQEi7o,forest,5,46,126000,0.164,0.101,2,-21.094,1,0.0441,0.951,0.975,0.329,0.0484,76.463,5
6eAXvj1nkJFRscOMhB0PaK,forest,5,46,156000,0.215,0.121,2,-20.186,1,0.0453,0.921,0.955,0.352,0.0395,58.416,3
