id,location,frequency,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1mCSBNFx3kwPYTflRUelNj,church,3,1,425800,0.446,0.316,9,-10.864,1,0.0329,0.252,0.0,0.119,0.116,123.797,4
7vbGO3jX627bSq7rgTeWfJ,church,3,58,360188,0.431,0.382,6,-8.367,0,0.0308,0.615,0.00164,0.16,0.0576,129.857,4
0iM4JecPh9ZhWlFV4ilTtq,church,3,0,834293,0.371,0.775,1,-6.954,0,0.0453,0.0459,0.00344,0.726,0.0523,131.669,4
2FecajnvuUaZGV0WK9xayz,church,3,0,386250,0.421,0.343,9,-9.316,1,0.0304,0.788,1.79e-05,0.146,0.191,125.018,4
3h3fui1QXImL2zRcs9v2Lc,church,3,67,562388,0.327,0.731,8,-5.821,1,0.0398,0.322,8.66e-06,0.267,0.0792,132.76,4
3cQtl4sxEJvNZgHtyLvJJV,church,3,34,294533,0.235,0.329,7,-9.776,1,0.0311,0.291,3.63e-06,0.116,0.0771,74.576,3
2ypBorQB6BfoEd1afk2t3D,church,3,38,147813,0.273,0.207,7,-14.027,1,0.0296,0.739,0.0,0.155,0.204,142.955,4
3Y0NQ0XMscgChoT0NutRQB,church,3,44,206493,0.146,0.162,7,-12.994,1,0.0297,0.973,0.0,0.0744,0.116,48.874,3
29vop0zX7gkHGi8YD6blw3,church,3,40,165107,0.397,0.337,5,-11.826,1,0.0283,0.443,0.0,0.179,0.516,50.361,4
61pt0Qnx6RKtnDEoUe04RG,church,3,45,186120,0.525,0.726,0,-8.753,1,0.0386,0.532,0.0,0.0897,0.803,93.015,4
4Ds5CMLMW2LAWkixQGbj0S,church,3,43,241531,0.403,0.413,8,-7.739,1,0.0267,0.804,1.86e-06,0.244,0.101,82.959,4
6tzwFtw4AHo2tCexPGMzUN,church,3,53,359893,0.556,0.417,5,-9.29,1,0.0258,0.634,4.14e-06,0.936,0.296,90.054,4
5h5yFjAbBkON8rbNjKZycX,church,3,42,332813,0.495,0.38,6,-11.097,1,0.0278,0.574,4.52e-06,0.133,0.254,91.97,4
3FZJEb0K0ewP3wU2MFDq5J,church,3,37,214947,0.107,0.302,4,-12.693,1,0.0313,0.756,2.26e-05,0.22,0.115,80.121,4
1haUU8XJGw3STacbu52KTO,church,3,30,496960,0.256,0.147,7,-13.607,1,0.0314,0.923,0.000153,0.183,0.118,97.894,3
0XwVqr3oNiLpuQI3NkzQgf,church,3,42,249360,0.195,0.117,2,-19.617,1,0.0352,0.849,0.000444,0.267,0.19,142.479,4
1XazlqB4YAtvouCmJPWXlM,church,3,60,236227,0.518,0.686,9,-4.911,1,0.0313,0.114,0.0,0.114,0.334,144.065,4
1D8XywqxlzOHqMhrFvBof6,church,3,44,322307,0.633,0.477,10,-9.746,1,0.0335,0.191,0.000216,0.0888,0.513,140.129,4
6wycnu8FWXsj68ig7BEot9,church,3,67,230600,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,3
0Nu9WA8kEbBWEsay2s8Q0U,church,3,66,220520,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,4
4bHsxqR3GMrXTxEPLuK5ue,education,6,81,250987,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4
3PgjBOoA5OytNGkglObpOd,education,5,68,288189,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-06,0.114,0.274,177.158,4
6dGnYIeXmHdcikdzNNDMm2,education,5,82,185733,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
4KfSdst7rW39C0sfhArdrz,education,5,72,261933,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,4
08mG3Y1vljYA6bvDt4Wqkj,education,5,83,255493,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4
0cMcFcm3YvB8o1yKkYNv0a,education,4,60,274291,0.55,0.205,4,-11.732,1,0.0292,0.922,0.00773,0.0816,0.261,125.766,4
5ihS6UUlyQAfmp48eSkxuQ,education,4,77,199493,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,4
1dcNEEtODRVZEevQ20Cgmy,education,4,74,210355,0.62,0.547,1,-6.772,1,0.0248,0.112,0.0,0.19,0.208,98.032,4
4u8RkgV6P4TLi89SmlUtv8,education,4,67,349713,0.705,0.401,6,-8.9,1,0.0376,0.176,8.66e-06,0.0735,0.481,140.031,4
2v5VIWMjZxeiG52KckiXxS,education,4,69,306467,0.394,0.623,9,-5.029,1,0.0384,0.573,0.0,0.0937,0.316,115.003,4
3DNRdudZ2SstnDCVKFdXxG,education,4,68,315427,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,3
2SAqBLGA283SUiwJ3xOUVI,education,4,81,261493,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,4
3QzAOrNlsabgbMwlZt7TAY,education,4,79,180435,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,4
4yugZvBYaoREkJKtbG08Qr,education,4,76,211578,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4
3U4isOIWM3VvDubwSI3y7a,education,4,85,269560,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
7JgZbix8xDasAhbn3N7eIF,education,4,65,142183,0.843,0.256,7,-13.565,0,0.0752,0.538,0.114,0.133,0.655,68.997,4
7qrBYrivpvfXUPBMmqh3dA,education,4,66,136914,0.691,0.186,10,-13.672,0,0.0487,0.686,0.934,0.0762,0.548,86.383,4
19JzJOMs4wkuKxY8WEOMea,education,4,64,122704,0.79,0.133,8,-9.365,1,0.0915,0.875,0.808,0.111,0.422,69.997,4
4JLI9AgtAXutJvjlXgZBoR,education,4,61,108078,0.87,0.146,8,-11.877,0,0.22,0.499,0.941,0.105,0.889,80.087,4
4XPq8MBYuWi4Z5PzmebwYo,education,4,54,182647,0.258,0.0238,0,-28.865,0,0.0428,0.994,0.904,0.106,0.0757,140.596,3
2Imxyb3LiuXsDFo7Gq5YDs,education,4,62,215800,0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,4
3gdewACMIVMEWVbyb8O9sY,education,4,81,281613,0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,4
3NbAsIxDL0fVgNuCLD152P,education,4,63,176518,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,4
2SiXAy7TuUkycRVbbWDEpo,education,4,79,210173,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,4
39shmbIHICJ2Wxnk1fPSdz,education,4,78,188987,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,4
2zYzyRzz6pRmhPzyfMEC8s,education,4,83,208400,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4
4CJVkjo5WpmUAKp3R44LNb,education,4,0,281147,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,4
5xbuJuQsTVheVZvX2AJVIv,education,4,66,151507,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,3
45yEy5WJywhJ3sDI28ajTm,education,4,0,185733,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,4
2374M0fQpWi3dLnB54qaLX,education,4,82,295893,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4
7lPN2DXiMsVn7XUKtOW1CS,education,3,31,242014,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4
1dGr1c8CrMLDpV6mPbImSI,education,3,83,221307,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4
6mzQgdrGGVY5eE8dmrxUKA,education,3,33,285321,0.532,0.154,6,-17.23,1,0.0748,0.851,0.0012,0.359,0.311,70.001,4
1uRwUQicwng6S44RtsANQv,education,3,42,287625,0.34,0.218,11,-14.892,1,0.0534,0.874,0.000136,0.0886,0.137,101.747,4
0gDRtumoR9ZrvAlnniToMz,education,3,62,269877,0.445,0.355,4,-7.351,1,0.0289,0.887,0.00179,0.322,0.366,135.525,4
6VqZS3Wmf53pbfDBVEYvnP,education,3,48,303937,0.283,0.281,11,-11.414,1,0.035,0.437,0.00114,0.102,0.127,79.919,4
24ngpWhBOxKJtIPnzSNX8c,education,3,68,343018,0.465,0.592,4,-4.905,1,0.0293,0.0208,1.51e-06,0.0929,0.117,139.867,4
761frfZtZ8I2g70UsjFfBK,education,3,47,233728,0.474,0.522,11,-7.513,1,0.0408,0.36,0.0,0.123,0.448,157.225,4
3dLRK3SKATbzMd1tcAzsJz,education,3,49,341918,0.55,0.234,0,-10.264,1,0.0358,0.941,2.96e-06,0.0996,0.233,72.799,4
47Bg6IrMed1GPbxRgwH2aC,education,3,78,262231,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,4
3lel1ENtvzcRPziaCXYFTf,education,3,53,329337,0.485,0.189,0,-11.068,1,0.0421,0.757,0.0,0.113,0.294,129.132,4
07GvNcU1WdyZJq3XxP0kZa,education,3,76,223613,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,4
3BQHpFgAp4l80e1XslIjNI,education,3,75,125667,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,4
5RgFlk1fcClZd0Y4SGYhqH,education,3,72,201373,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3
4bBrKDo8rchikwZOtmXbIH,education,3,66,227560,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.016,4
0ZCgdK43gaC9wKnC1QQesI,education,3,35,160350,0.593,0.279,11,-10.691,1,0.0413,0.864,0.0,0.231,0.565,119.404,4
4rogQcTh9fZvqH6aCUGxuB,education,3,36,230486,0.593,0.307,6,-12.427,1,0.0747,0.215,0.0,0.122,0.587,81.515,4
5LwSdQ08DDEPeYEFUQlGP8,education,3,34,256139,0.524,0.135,7,-16.136,1,0.044,0.886,5.65e-05,0.323,0.499,81.198,3
7tYjXd42SzEhrWEFQeZxNm,education,3,58,255661,0.571,0.143,11,-8.704,1,0.0381,0.885,0.0,0.119,0.487,107.516,5
4rG3h1QwgjSSWz8EIjCFrm,education,3,69,313952,0.475,0.424,11,-8.39,1,0.0295,0.582,0.0,0.234,0.224,140.903,4
5l9g7py8RCblcvbZgGQgSd,education,3,66,227370,0.669,0.42,2,-8.464,1,0.0253,0.506,0.0,0.404,0.523,95.049,4
5Hm2MJQ4ECvQmH5QWCMQrR,education,3,62,312320,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-06,0.0946,0.108,90.121,4
16iRlyUMJVPqz62DlomMre,education,3,76,263500,0.513,0.38,11,-11.091,1,0.0336,0.12,0.0,0.0924,0.323,120.952,4
62aa4ZnQGgF8gXzzvWRJhG,education,3,58,168205,0.758,0.39,1,-9.799,1,0.0485,0.567,0.0,0.099,0.238,117.048,4
5sLGYJOhLP197nmkaRMMEH,education,3,64,267457,0.865,0.628,2,-7.614,0,0.143,0.594,0.0,0.2,0.433,116.009,4
6jB7cmxRuvf5QUxYl73q0o,education,3,61,272125,0.588,0.501,2,-12.167,1,0.0374,0.36,0.000273,0.101,0.4,104.987,4
5TTXEcfsYLh6fTarLaevTi,education,3,76,171356,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,4
439tGS9rVbyTjj5SmneD56,education,3,57,331839,0.473,0.449,0,-8.63,1,0.0259,0.495,0.0,0.158,0.245,71.99,4
0x2VgHoxUxKFbIUqQur8Fe,education,3,46,280427,0.676,0.43,11,-10.563,1,0.0232,0.168,0.0299,0.109,0.23,104.982,4
3Vi5XqYrmQgOYBajMWSvCi,education,3,89,210560,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,4
7e89621JPkKaeDSTQ3avtg,education,3,81,283800,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,4
5ehVOwEZ1Q7Ckkdtq0dY1W,education,3,8,195136,0.717,0.193,9,-16.141,0,0.0459,0.802,0.893,0.0653,0.0447,109.992,4
4MuNaeIxOBvfJqmIUoX5aU,education,3,0,194882,0.595,0.349,0,-14.316,1,0.0327,0.429,0.934,0.0963,0.134,84.998,4
69ScUfmrwMZgyqb0XRGw12,education,3,17,176000,0.669,0.436,6,-12.091,1,0.0296,0.509,0.893,0.104,0.392,90.005,4
3NsuucK8qXpIJf7KPZX7vq,education,3,52,118302,0.895,0.109,0,-13.853,0,0.0996,0.534,0.549,0.106,0.546,134.067,4
2CStWGYWH8S11Hf9TYwYzK,education,3,0,166242,0.725,0.28,1,-15.015,1,0.142,0.818,0.807,0.194,0.359,82.021,4
1nuS28G77m0EzYxEj6xa3R,education,3,0,192039,0.663,0.409,6,-7.511,0,0.0681,0.867,0.805,0.11,0.0962,79.985,4
5yY9lUy8nbvjM1Uyo1Uqoc,education,3,78,237735,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4
0jceXOZ2D9ZSzsfl3CKlxg,education,3,53,290133,0.509,0.897,1,-4.809,0,0.051,0.00227,0.0,0.129,0.318,101.959,4
1SnZi2eVU2kcXRNJT6ek4J,education,3,50,294387,0.46,0.509,2,-6.997,1,0.0303,0.289,0.000143,0.351,0.297,115.89,4
2AYEOC02WLhUiOoaig2SEH,education,3,75,209386,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,4
3Cx4yrFaX8CeHwBMReOWXI,education,3,75,287733,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4
2RlgNHKcydI9sayD2Df2xp,education,3,80,303373,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,4
7woCxOw0jmj65ohlQ3x0tH,education,3,61,108000,0.788,0.446,6,-9.812,1,0.0693,0.54,0.694,0.273,0.545,80.033,4
4HQEDrFbkrVo43WTtHCoDF,education,3,60,96617,0.694,0.704,11,-10.396,0,0.207,0.0388,0.831,0.0908,0.212,74.983,4
738ezpBPFkPV6zZmJLicaN,education,3,61,127058,0.701,0.415,0,-17.812,1,0.0663,0.442,0.886,0.109,0.326,74.989,4
7E5eZ1ZGeqtIPIXIU5NceV,education,3,61,109217,0.733,0.262,8,-16.316,1,0.0627,0.548,0.854,0.102,0.393,75.082,4
451EMYReoEHbfvj75Pu1B9,education,3,61,114203,0.79,0.446,9,-9.273,0,0.052,0.656,0.931,0.0933,0.222,80.002,4
1yPluCl0c17RcWyGjV7tw5,education,3,59,115617,0.49,0.296,3,-20.157,0,0.0301,0.726,0.862,0.106,0.339,75.012,4
23gcQr3NRKzLXsP9H5jFQ1,education,3,64,65790,0.614,0.277,1,-11.943,0,0.042,0.967,0.891,0.0698,0.236,84.938,4
3QnuspqK3dFPzx6YT8gVFz,education,3,56,117131,0.638,0.304,9,-11.335,1,0.0333,0.0664,0.741,0.166,0.171,78.026,4
6bZWglnOQjF5XodilZuF55,education,3,56,108017,0.698,0.315,11,-16.411,1,0.0347,0.365,0.858,0.108,0.306,75.013,4
7MdZQXUBijQxcBkYz4G1Z5,education,3,65,117495,0.698,0.193,1,-15.01,1,0.0902,0.914,0.937,0.0882,0.607,84.03,4
2IHSMPRArRTCsrFETbb4Ve,education,3,55,102417,0.753,0.383,8,-13.1,1,0.0576,0.715,0.952,0.109,0.327,74.988,4
5sqdPEa8MlrOoIXKMtdBO4,education,3,55,116589,0.645,0.374,6,-16.055,0,0.0394,0.0739,0.76,0.108,0.222,140.015,4
79Z1QZO3jcbHmdLRWlZHss,education,3,55,99217,0.679,0.371,2,-18.314,0,0.0455,0.828,0.889,0.113,0.9,75.1,4
1Z5Ic5lFMbvsmVsTar0tc6,education,3,54,103917,0.726,0.26,6,-21.338,1,0.0522,0.716,0.909,0.105,0.125,75.039,4
6MLswQ1aFSryGgtsTyHtAu,education,3,54,109017,0.682,0.398,3,-14.768,1,0.0389,0.0715,0.823,0.126,0.175,74.993,4
5AMhWOPe771tlQQXaDC5sO,education,3,56,143415,0.729,0.308,10,-14.782,1,0.129,0.062,0.875,0.0981,0.669,163.977,4
4CljbmSSCk6phQX3R8uSLp,education,3,53,122417,0.637,0.185,5,-19.779,1,0.0444,0.768,0.934,0.0837,0.653,75.003,4
6E44XejBm1JxzOSj1Sfdbl,education,3,8,138947,0.812,0.403,9,-8.448,0,0.232,0.35,0.447,0.106,0.382,75.89,4
5j6vt3vHU22A9nuuMlRnwA,education,3,58,118183,0.624,0.229,1,-15.698,0,0.046,0.354,0.47,0.116,0.395,130.069,4
2NcmCfgwjLcf4rakDK3pYZ,education,3,56,123016,0.592,0.37,0,-10.87,1,0.167,0.257,0.91,0.106,0.143,80.055,4
16gIddMz50QWTnVB44q3XX,education,3,55,82778,0.77,0.444,7,-9.09,1,0.0675,0.822,0.904,0.116,0.0647,75.0,4
3RjVTTJwqgKsNUImPBfmNT,education,3,57,91833,0.648,0.499,8,-9.724,1,0.0412,0.55,0.933,0.107,0.119,147.661,4
2M8MoD4yS6OZ7kccpmzM5j,education,3,53,129600,0.643,0.413,10,-10.048,0,0.0334,0.117,0.833,0.131,0.424,75.007,4
3RfvjUsOyuos75NJiikM6H,education,3,46,162000,0.648,0.166,11,-22.512,1,0.0447,0.802,0.935,0.116,0.314,100.024,4
0vzSIBAqnN1HzvWrPbh6VF,education,3,60,120741,0.384,0.125,10,-22.4,1,0.0315,0.987,0.929,0.112,0.369,80.185,1
4h4py9AzEuUGBTJZO4ifnm,education,3,57,221732,0.321,0.0272,3,-25.066,1,0.037,0.993,0.919,0.0947,0.0632,74.69,4
7DFNE7NO0raLIUbgzY2rzm,education,3,74,252867,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,4
2cnBpaZVhZAuMKWHCyckhO,education,3,57,146866,0.814,0.136,0,-15.627,1,0.0894,0.91,0.962,0.111,0.203,133.989,4
0rTV5WefWd1J3OwIheTzxM,education,3,70,197487,0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001,4
7xkQdy0cy5ymoWT7nedvLz,education,3,71,221253,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,4
0ytvsZOerGzUWfHXVT2Sgy,education,3,72,205766,0.655,0.487,6,-7.988,1,0.033,0.0347,0.897,0.271,0.0454,139.914,4
3l8dpFJECmgLJK7gQtVL6p,education,3,0,126538,0.732,0.293,10,-11.523,1,0.132,0.902,0.948,0.108,0.174,156.502,4
518qBWnxXBWHe7oYoVR6RA,education,3,0,175385,0.611,0.1,2,-23.194,1,0.0449,0.945,0.935,0.0784,0.197,103.9,4
2PkCPyc1EzDBxwvjoqLa5p,education,3,7,176959,0.737,0.312,8,-14.978,1,0.172,0.116,0.609,0.0368,0.16,74.032,4
5rBb2uP6oXtenyXSjNee6W,education,3,18,131200,0.782,0.349,11,-11.464,1,0.0675,0.838,0.951,0.119,0.262,74.913,4
37OU02tE67E6AQcvpgSBub,education,3,53,186008,0.728,0.479,8,-9.675,1,0.149,0.278,0.721,0.106,0.143,80.043,4
5bgwqaRSS3M8WHWruHgSL5,education,3,78,228600,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,4
152lZdxL1OR0ZMW6KquMif,education,3,79,219080,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4
5RWA30VaTsYkFrkzxKL3aK,education,3,63,283280,0.307,0.00229,1,-34.977,1,0.0519,0.992,0.931,0.098,0.281,67.775,5
1BncfTJAWxrsxyT9culBrj,education,3,78,315427,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4
1jcQ040aWKeiUGJ2IcnFtV,education,3,59,191000,0.349,0.191,0,-16.111,0,0.0463,0.992,0.936,0.132,0.0414,140.422,3
2m2GJpBjQNNphaCgBeoj7R,education,3,66,207640,0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,4
2k2MprlqkmDMKKOOWGREzW,education,3,62,158600,0.332,0.0525,0,-24.1,1,0.0388,0.991,0.891,0.0683,0.097,78.853,3
7i9cdG6l1lg0xAraTublsw,education,3,57,142638,0.391,0.0939,8,-25.725,0,0.0531,0.982,0.933,0.107,0.101,127.162,4
5EYi2rH4LYs6M21ZLOyQTx,education,3,76,155720,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,4
1VdZ0vKfR5jneCmWIUAMxK,education,3,75,258373,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,4
4JWVkr5jUjylM3hMG5zvXw,education,3,57,255267,0.527,0.0325,10,-26.594,1,0.0359,0.995,0.882,0.113,0.187,111.15,4
4DMKwE2E2iYDKY01C335Uw,education,3,75,323000,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4
5QTxFnGygVM4jFQiBovmRo,education,3,74,308120,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4
1AhDOtG9vPSOmsWgNW0BEY,education,3,0,354320,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4
2EqlS6tkEnglzr7tkKAAYD,education,3,77,259947,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4
0vOkmmJEtjuFZDzrQSFzEE,education,3,71,171267,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,4
5MxNLUsfh7uzROypsoO5qe,education,3,78,266960,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,4
6gXrEUzibufX9xYPk3HD5p,education,3,71,286220,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,4
2Cdvbe2G4hZsnhNMKyGrie,education,3,76,175173,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4
6hTcuIQa0sxrrByu9wTD7s,education,3,72,269920,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,4
57JVGBtBLCfHw2muk5416J,education,3,73,214653,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,4
57bgtoPSgt236HzfBOd8kj,education,3,82,292880,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4
5tVA6TkbaAH9QMITTQRrNv,education,3,77,256000,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,4
43bSKCMWHIuBsUVmQcDX1J,education,3,62,257000,0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,3
1Oo7XEqkrwifJn17aA0ocF,education,3,63,378733,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,4
5jgFfDIR6FR0gvlA56Nakr,education,3,73,138387,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,4
2Pr1nZpt8A8WP7QYpyq6L3,education,3,68,190320,0.537,0.315,5,-13.79,1,0.0271,0.588,2.29e-05,0.206,0.575,86.813,4
1IqFh00G2kvvMm8pRMpehA,education,3,70,271333,0.43,0.463,2,-10.96,1,0.0442,0.303,5.84e-05,0.152,0.66,93.405,4
6Z5XZ8fjmWGbkdahOgreVe,education,3,0,137467,0.273,0.373,5,-9.989,1,0.0341,0.848,0.000241,0.188,0.147,77.591,4
70C4NyhjD5OZUMzvWZ3njJ,education,3,76,339000,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3
6Ac4NVYYl2U73QiTt11ZKd,education,3,73,172867,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4
40riOy7x9W7GXjyGp4pjAv,education,3,83,391376,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,4
24NwBd5vZ2CK8VOQVnqdxr,education,3,73,274133,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,4
4HA2jo7wkMdN1lmLO6ryzE,education,3,72,209520,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,4
28W5lTZMClVz9fLt6iiaJN,education,3,53,188667,0.292,0.0332,4,-26.977,1,0.042,0.973,0.901,0.0777,0.23,94.82,3
1TfqLAPs4K3s2rJMoCokcS,education,3,81,216933,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,4
2Gy7qnDwt8Z3MNxqat4CsK,education,3,71,153205,0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511,4
2FbUitqkfxFhI4An73HzZW,education,3,61,193320,0.273,0.00573,9,-39.245,1,0.0493,0.994,0.913,0.0857,0.174,91.621,3
5qyq1H5OPMlfuvZQ1wQNo7,education,3,71,179120,0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,4
1aMeBqrCnPf1CzRXlKyNFs,education,3,50,123427,0.49,0.0211,4,-27.365,1,0.0586,0.991,0.923,0.1,0.468,65.339,3
1khmgu0pveJbkbpbkyvcQv,education,2,75,300579,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,4
6jEZLz3YpnEBRpVkv35AmP,education,2,12,192600,0.857,0.801,0,-6.499,1,0.0618,0.332,1.2e-06,0.0789,0.753,96.009,4
7CUYHcu0RnbOnMz4RuN07w,education,2,61,228200,0.659,0.802,2,-4.79,1,0.148,0.208,0.0,0.123,0.863,177.936,4
0Q7ZM15J0cJA9rd7pQYdRq,education,2,7,205520,0.771,0.815,1,-5.423,0,0.0719,0.161,2.01e-05,0.189,0.524,94.016,4
6RyaV7owmVU6fzEPE17sF1,education,2,70,210520,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,4
1ZMiCix7XSAbfAJlEZWMCp,education,2,85,240133,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,4
41CgzGD7xlgnJe14R4cqkL,education,2,72,204712,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,4
0lx2cLdOt3piJbcaXIV74f,education,2,78,214707,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
6VzcQuzTNTMFnJ6rBSaLH9,education,2,79,377960,0.306,0.347,2,-8.5,1,0.0334,0.172,0.00013,0.0485,0.0511,120.996,4
3O5osWf1rSoKMwe6E9ZaXP,education,2,65,304107,0.39,0.27,1,-10.673,1,0.0308,0.937,0.00227,0.111,0.32,125.177,5
0PDUDa38GO8lMxLCRc4lL1,education,2,78,202747,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4
1nYzjrdVQ8RpF93M0jPFW7,education,2,77,227186,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4
34xTFwjPQ1dC6uJmleno7x,education,2,74,177922,0.421,0.0952,6,-12.561,1,0.0479,0.931,0.000201,0.126,0.0773,109.698,4
3xKsf9qdS1CyvXSMEid6g8,education,2,80,184516,0.544,0.552,9,-7.45,1,0.0991,0.67,4.57e-05,0.415,0.554,159.738,3
